job_id,job_title,salary_usd,experience_level,employment_type,company_location,company_size,employee_residence,remote_ratio,required_skills,education_required,years_experience,industry,posting_date,benefits_score,company_name,year
AI00016,AI Product Manager,78846,EN,PT,United Kingdom,L,Israel,0,"Linux, Statistics, Deep Learning",PhD,0,Consulting,2024-09-28,9.6,DataVision Ltd,2024
AI00017,Principal Data Scientist,59823,EN,FT,India,L,India,100,"Tableau, NLP, Spark",Bachelor,1,Real Estate,2025-02-06,5.8,Predictive Systems,2025
AI00018,Machine Learning Engineer,181139,EX,CT,France,L,France,100,"MLOps, PyTorch, Azure",Associate,15,Real Estate,2024-04-24,8.7,AI Innovations,2024
AI00023,ML Ops Engineer,99382,SE,CT,Germany,S,Germany,0,"Hadoop, Git, Tableau",PhD,7,Automotive,2025-03-13,6.9,Quantum Computing Inc,2025
AI00024,AI Product Manager,52167,MI,FT,Austria,M,Ireland,100,"Git, Hadoop, Docker",Master,4,Telecommunications,2024-06-07,9.3,Cloud AI Solutions,2024
AI00025,ML Ops Engineer,53923,MI,FT,China,S,China,0,"AWS, Azure, Git, SQL, Computer Vision",Bachelor,2,Healthcare,2024-10-27,7.4,AI Innovations,2024
AI00027,ML Ops Engineer,80979,MI,CT,Australia,S,India,50,"Hadoop, Linux, Git, Scala",Master,2,Media,2024-11-18,7.7,TechCorp Inc,2024
AI00029,Head of AI,42819,EN,CT,Ireland,M,Ireland,50,"Python, Scala, NLP, Mathematics, Git",PhD,0,Healthcare,2024-10-08,8.6,Cognitive Computing,2024
AI00030,ML Ops Engineer,82083,MI,CT,Israel,L,Israel,100,"Azure, Python, Computer Vision, Kubernetes, TensorFlow",Master,2,Retail,2024-01-18,6.3,Future Systems,2024
AI00031,Head of AI,67488,EN,FT,Netherlands,M,Netherlands,100,"Deep Learning, GCP, AWS, Linux, Tableau",Master,1,Retail,2024-05-16,6.0,Advanced Robotics,2024
AI00034,ML Ops Engineer,178183,EX,FL,Finland,M,Finland,0,"Tableau, Azure, GCP, Linux, Python",Associate,16,Education,2024-03-01,5.7,Predictive Systems,2024
AI00035,Deep Learning Engineer,150864,SE,FL,Sweden,L,Singapore,0,"R, GCP, MLOps, Linux",PhD,8,Consulting,2024-10-26,7.9,Smart Analytics,2024
AI00036,Head of AI,126942,EX,CT,Finland,L,Netherlands,0,"Git, Hadoop, Data Visualization",Associate,10,Finance,2024-01-31,9.9,Autonomous Tech,2024
AI00037,AI Architect,53752,MI,PT,Japan,M,Japan,100,"Data Visualization, Tableau, AWS, Mathematics, Python",Associate,2,Telecommunications,2024-10-17,6.1,TechCorp Inc,2024
AI00039,AI Specialist,41430,EN,PT,China,M,China,50,"Tableau, Docker, GCP",Bachelor,1,Healthcare,2024-06-15,8.0,Future Systems,2024
AI00041,Data Scientist,96956,MI,FT,United States,M,China,0,"Data Visualization, Azure, Spark, MLOps",Bachelor,2,Telecommunications,2024-02-24,5.3,DataVision Ltd,2024
AI00042,AI Architect,196954,SE,FL,United States,L,United States,50,"Java, Mathematics, SQL",Bachelor,8,Finance,2025-03-17,7.5,DataVision Ltd,2025
AI00043,AI Specialist,56745,EN,PT,Finland,L,Finland,100,"Spark, Mathematics, GCP",Associate,1,Telecommunications,2025-02-01,5.5,Quantum Computing Inc,2025
AI00044,Machine Learning Researcher,113455,SE,FT,Singapore,M,Singapore,50,"Hadoop, Docker, Python, Azure",Associate,8,Retail,2024-04-24,8.0,AI Innovations,2024
AI00045,ML Ops Engineer,158808,SE,PT,Netherlands,M,Netherlands,50,"Docker, R, Linux",Bachelor,5,Media,2025-03-03,7.4,Future Systems,2025
AI00046,AI Research Scientist,174663,SE,CT,United States,M,Singapore,50,"Data Visualization, Statistics, R",Associate,7,Media,2024-01-10,5.4,DeepTech Ventures,2024
AI00047,AI Research Scientist,46753,EN,CT,India,S,India,50,"Scala, Java, Tableau",PhD,1,Manufacturing,2024-11-16,9.7,Quantum Computing Inc,2024
AI00048,AI Software Engineer,69020,MI,FL,China,L,China,0,"Java, Azure, GCP",Bachelor,4,Energy,2024-09-05,8.8,TechCorp Inc,2024
AI00049,AI Specialist,288815,EX,PT,Switzerland,S,Switzerland,0,"Deep Learning, Git, Data Visualization, Linux, Java",Bachelor,12,Manufacturing,2024-08-08,7.2,Cognitive Computing,2024
AI00050,AI Consultant,124871,EX,FL,Austria,M,Finland,50,"Hadoop, AWS, Linux, Docker, Statistics",PhD,19,Media,2025-03-10,8.0,Autonomous Tech,2025
AI00051,AI Architect,70391,MI,FT,Germany,S,Germany,0,"Deep Learning, SQL, Mathematics",PhD,4,Government,2024-08-16,9.2,TechCorp Inc,2024
AI00054,Data Scientist,135230,SE,PT,Norway,S,Norway,100,"R, PyTorch, Kubernetes, Computer Vision",PhD,8,Consulting,2024-07-07,7.5,DataVision Ltd,2024
AI00056,AI Architect,88470,MI,PT,Canada,L,Canada,0,"Azure, Kubernetes, TensorFlow, Statistics, Spark",Associate,3,Real Estate,2024-07-29,9.1,Autonomous Tech,2024
AI00058,Machine Learning Engineer,60299,EN,PT,Israel,L,Israel,100,"Git, Linux, Python, TensorFlow, Mathematics",PhD,0,Finance,2025-03-22,6.6,Advanced Robotics,2025
AI00059,Machine Learning Engineer,85645,MI,FT,Germany,M,Germany,0,"PyTorch, Computer Vision, R",Associate,4,Transportation,2024-02-09,7.9,AI Innovations,2024
AI00060,AI Software Engineer,110222,SE,FL,United Kingdom,S,France,0,"R, Spark, AWS",Associate,8,Media,2024-03-20,9.0,TechCorp Inc,2024
AI00061,Data Scientist,49365,EN,FT,China,M,China,0,"Tableau, NLP, Azure, Statistics, PyTorch",Associate,1,Finance,2024-06-22,10.0,Predictive Systems,2024
AI00062,Data Scientist,162296,SE,PT,Norway,S,Norway,50,"TensorFlow, Azure, Computer Vision, Data Visualization",Bachelor,6,Finance,2024-06-05,6.2,Neural Networks Co,2024
AI00063,AI Consultant,102382,MI,PT,Switzerland,M,Switzerland,0,"TensorFlow, Scala, Docker, Statistics",PhD,3,Education,2024-03-23,5.8,Smart Analytics,2024
AI00064,AI Software Engineer,99972,MI,PT,Australia,M,Canada,50,"Java, R, Deep Learning, NLP, Azure",PhD,4,Technology,2024-02-20,6.5,Cloud AI Solutions,2024
AI00066,AI Specialist,87938,SE,FT,Ireland,S,Ireland,100,"Mathematics, Spark, Python, AWS",PhD,8,Education,2024-12-15,8.1,Machine Intelligence Group,2024
AI00068,Machine Learning Engineer,316182,EX,PT,Denmark,M,Canada,0,"Python, Scala, Statistics, Git",Associate,12,Finance,2025-02-09,7.0,Digital Transformation LLC,2025
AI00069,Machine Learning Researcher,72459,EN,PT,Germany,M,Germany,100,"Hadoop, Python, Kubernetes, Azure",Bachelor,0,Gaming,2024-08-30,9.6,Quantum Computing Inc,2024
AI00070,Principal Data Scientist,78338,MI,FT,France,L,France,100,"MLOps, Kubernetes, Git, Python",Associate,3,Technology,2024-10-31,8.7,Cognitive Computing,2024
AI00071,NLP Engineer,51907,MI,FL,Israel,M,Singapore,100,"AWS, Kubernetes, Azure",Bachelor,4,Healthcare,2024-02-14,8.2,Neural Networks Co,2024
AI00073,Machine Learning Researcher,124820,MI,FL,Norway,S,Norway,50,"NLP, Azure, Statistics, Spark, Mathematics",Associate,3,Real Estate,2024-08-02,9.9,Cognitive Computing,2024
AI00077,AI Product Manager,213783,EX,FT,Canada,S,Canada,100,"Kubernetes, Spark, Statistics, Scala",Bachelor,16,Energy,2024-09-19,9.2,Quantum Computing Inc,2024
AI00078,ML Ops Engineer,59728,MI,FL,Israel,M,Israel,50,"MLOps, SQL, Statistics",Associate,2,Finance,2024-06-10,7.5,DataVision Ltd,2024
AI00079,Computer Vision Engineer,119432,SE,CT,India,L,India,0,"Scala, MLOps, NLP",PhD,6,Technology,2024-04-20,6.3,Autonomous Tech,2024
AI00080,AI Research Scientist,284486,EX,CT,United States,M,United States,0,"PyTorch, Linux, SQL",Master,12,Consulting,2025-02-13,7.0,TechCorp Inc,2025
AI00082,ML Ops Engineer,196942,EX,CT,Australia,L,Australia,100,"R, Tableau, SQL, MLOps, Docker",Master,19,Gaming,2024-04-01,7.5,TechCorp Inc,2024
AI00083,Machine Learning Researcher,207548,EX,CT,Canada,M,Canada,0,"NLP, Azure, Spark, Data Visualization",PhD,10,Energy,2024-02-05,6.7,Cognitive Computing,2024
AI00084,NLP Engineer,68838,MI,FL,Sweden,S,Sweden,50,"Java, SQL, Spark, Tableau, Azure",PhD,3,Automotive,2024-06-20,7.4,TechCorp Inc,2024
AI00085,ML Ops Engineer,125666,EX,FL,Finland,L,Finland,100,"Docker, Python, Git, Kubernetes, Java",PhD,13,Telecommunications,2024-06-19,8.4,TechCorp Inc,2024
AI00086,NLP Engineer,73174,EN,FT,Denmark,M,Denmark,50,"Git, MLOps, Hadoop, Python, Spark",Associate,0,Finance,2024-07-14,6.4,Machine Intelligence Group,2024
AI00088,AI Specialist,69914,EN,FT,United States,S,United States,100,"R, NLP, SQL, GCP",Associate,0,Transportation,2025-02-15,7.0,Smart Analytics,2025
AI00089,Principal Data Scientist,152118,EX,FL,France,M,France,50,"Spark, SQL, Python, Mathematics, Linux",Master,11,Automotive,2024-05-20,6.9,AI Innovations,2024
AI00090,AI Software Engineer,78014,EN,CT,France,L,France,50,"PyTorch, Hadoop, Scala, Computer Vision",PhD,0,Real Estate,2024-11-19,6.8,Digital Transformation LLC,2024
AI00093,Principal Data Scientist,128341,SE,FL,Singapore,S,Singapore,0,"Computer Vision, PyTorch, GCP, Linux",Bachelor,9,Finance,2025-04-26,6.9,Neural Networks Co,2025
AI00094,AI Research Scientist,111528,MI,FL,United States,L,United States,0,"Java, Hadoop, Mathematics",PhD,3,Real Estate,2024-03-01,9.5,Predictive Systems,2024
AI00095,Machine Learning Researcher,138945,EX,PT,Canada,S,Canada,50,"Linux, R, NLP, PyTorch, Git",Master,19,Education,2024-07-10,8.9,DeepTech Ventures,2024
AI00096,NLP Engineer,98688,SE,FT,Israel,M,Israel,50,"Statistics, Python, TensorFlow, PyTorch, Git",Bachelor,8,Manufacturing,2024-04-10,8.6,Cognitive Computing,2024
AI00098,NLP Engineer,84797,MI,FT,Canada,M,Canada,0,"Deep Learning, Statistics, Computer Vision, TensorFlow, Mathematics",Master,4,Real Estate,2024-12-04,6.2,Machine Intelligence Group,2024
AI00099,Machine Learning Researcher,290199,EX,CT,Switzerland,L,Denmark,50,"Python, AWS, Kubernetes, Deep Learning",Master,12,Retail,2025-01-12,5.6,Smart Analytics,2025
AI00100,AI Research Scientist,195691,SE,CT,United States,L,United States,0,"AWS, Kubernetes, Docker, Mathematics, MLOps",PhD,8,Transportation,2024-04-20,8.7,Advanced Robotics,2024
AI00101,AI Product Manager,193448,SE,FT,Norway,L,Norway,100,"Scala, Git, Java",Associate,9,Consulting,2025-01-02,6.6,Cognitive Computing,2025
AI00102,AI Product Manager,138466,EX,PT,Israel,L,Israel,100,"Azure, AWS, PyTorch, GCP, Hadoop",Associate,16,Government,2024-01-25,9.5,Smart Analytics,2024
AI00104,Computer Vision Engineer,92875,MI,FT,Sweden,S,Sweden,0,"SQL, Python, Deep Learning",PhD,3,Real Estate,2024-07-21,5.3,Digital Transformation LLC,2024
AI00106,NLP Engineer,62171,MI,FT,Japan,S,Japan,0,"Git, SQL, PyTorch, Mathematics",Bachelor,2,Consulting,2024-09-15,8.1,AI Innovations,2024
AI00107,AI Research Scientist,152658,EX,FL,South Korea,L,United Kingdom,50,"Data Visualization, PyTorch, Spark, TensorFlow",Associate,16,Automotive,2024-01-28,9.0,TechCorp Inc,2024
AI00108,ML Ops Engineer,95085,MI,FT,Norway,M,Norway,100,"TensorFlow, SQL, NLP, Computer Vision, Git",Associate,2,Retail,2024-03-20,6.5,Predictive Systems,2024
AI00109,Deep Learning Engineer,86750,MI,FL,France,S,France,100,"Java, R, Git, Mathematics, Spark",PhD,2,Government,2024-12-13,7.1,AI Innovations,2024
AI00110,AI Specialist,64261,MI,PT,Israel,M,Israel,0,"PyTorch, Docker, GCP",Master,2,Transportation,2024-09-04,8.8,TechCorp Inc,2024
AI00111,Machine Learning Researcher,205357,EX,PT,United States,S,United States,100,"Computer Vision, Hadoop, Git, AWS",Bachelor,18,Education,2024-03-08,6.6,Predictive Systems,2024
AI00112,AI Architect,165676,EX,CT,France,S,France,50,"TensorFlow, Linux, SQL, Hadoop",Associate,18,Government,2024-05-13,7.8,Neural Networks Co,2024
AI00113,Computer Vision Engineer,114658,SE,CT,France,M,France,100,"SQL, Scala, Python",Bachelor,9,Telecommunications,2024-03-18,8.2,Algorithmic Solutions,2024
AI00114,Data Scientist,143149,SE,FL,France,L,France,50,"NLP, Computer Vision, Mathematics, Statistics, R",Master,6,Real Estate,2024-03-13,9.1,Digital Transformation LLC,2024
AI00115,Machine Learning Researcher,116276,SE,FL,Germany,S,Germany,50,"Azure, R, Linux, MLOps",Bachelor,7,Technology,2024-08-14,7.9,Future Systems,2024
AI00116,NLP Engineer,61055,EN,FL,United States,M,Ireland,100,"R, AWS, Computer Vision, Statistics, Docker",Bachelor,0,Retail,2024-06-04,6.9,Autonomous Tech,2024
AI00117,ML Ops Engineer,50303,EN,FT,Austria,L,Austria,100,"Kubernetes, SQL, Azure, Deep Learning, Linux",Master,0,Gaming,2024-08-11,7.0,DataVision Ltd,2024
AI00119,AI Software Engineer,231078,EX,FL,Singapore,M,Singapore,50,"MLOps, R, Git, Mathematics",Bachelor,17,Consulting,2024-04-15,7.6,Neural Networks Co,2024
AI00120,AI Product Manager,106633,SE,FT,Australia,M,South Korea,100,"Linux, Scala, SQL, Git",Bachelor,9,Automotive,2024-05-18,5.5,Algorithmic Solutions,2024
AI00121,AI Specialist,121180,SE,FL,Austria,L,Austria,0,"Git, Deep Learning, Kubernetes, Linux, GCP",Master,9,Media,2025-01-06,7.0,Quantum Computing Inc,2025
AI00122,Principal Data Scientist,64531,EN,PT,China,L,Netherlands,50,"Git, SQL, Scala, Python, Computer Vision",PhD,0,Retail,2025-03-26,7.0,Smart Analytics,2025
AI00123,Machine Learning Engineer,125654,MI,CT,Singapore,L,Singapore,50,"Python, Tableau, Java",PhD,4,Automotive,2024-06-20,6.8,DataVision Ltd,2024
AI00124,Machine Learning Researcher,182275,EX,FT,Austria,L,Austria,0,"Docker, AWS, Linux, Git, Azure",PhD,14,Technology,2025-04-19,9.0,DeepTech Ventures,2025
AI00125,Machine Learning Researcher,117708,MI,FL,Denmark,L,Denmark,0,"PyTorch, Scala, Linux, Tableau, Deep Learning",PhD,4,Transportation,2024-02-24,9.3,Neural Networks Co,2024
AI00127,AI Product Manager,203198,SE,FT,Denmark,L,Denmark,50,"Statistics, R, Python, TensorFlow",Master,5,Consulting,2024-12-04,7.6,DeepTech Ventures,2024
AI00129,AI Product Manager,95673,EX,FL,Ireland,S,Ireland,0,"GCP, R, Azure, Deep Learning, PyTorch",Associate,17,Technology,2024-08-24,8.1,Neural Networks Co,2024
AI00130,AI Software Engineer,59405,EN,FL,Austria,L,Austria,100,"Spark, Python, Deep Learning, Linux, Java",Bachelor,1,Consulting,2025-03-18,6.0,Smart Analytics,2025
AI00131,AI Specialist,131756,SE,PT,Netherlands,M,Finland,0,"AWS, R, Spark",PhD,5,Technology,2024-08-03,7.9,AI Innovations,2024
AI00132,AI Software Engineer,42835,EN,PT,South Korea,L,France,0,"Python, TensorFlow, PyTorch",Bachelor,0,Media,2025-03-02,9.0,Machine Intelligence Group,2025
AI00134,ML Ops Engineer,141791,EX,CT,France,M,France,0,"Hadoop, Azure, Python, R",PhD,13,Media,2025-02-03,5.8,Algorithmic Solutions,2025
AI00135,AI Product Manager,258637,EX,PT,United Kingdom,M,United Kingdom,50,"Computer Vision, GCP, Azure, SQL, Python",Master,11,Education,2025-01-16,9.1,Cognitive Computing,2025
AI00136,NLP Engineer,49485,MI,FT,Finland,S,Finland,0,"Hadoop, Java, Data Visualization",Associate,2,Technology,2024-08-09,7.8,Cloud AI Solutions,2024
AI00138,Machine Learning Engineer,324557,EX,FT,Denmark,L,Denmark,100,"Hadoop, Python, Git, TensorFlow",PhD,11,Telecommunications,2024-11-06,7.3,Machine Intelligence Group,2024
AI00139,AI Consultant,73894,MI,CT,France,M,France,50,"PyTorch, Statistics, MLOps, Kubernetes, Computer Vision",Bachelor,4,Consulting,2024-08-08,5.2,Digital Transformation LLC,2024
AI00140,Principal Data Scientist,122598,SE,FT,Sweden,S,India,50,"Linux, AWS, Computer Vision, Deep Learning",Associate,9,Media,2025-01-05,5.2,Digital Transformation LLC,2025
AI00141,Data Scientist,94478,MI,FL,Denmark,S,Denmark,100,"PyTorch, TensorFlow, Hadoop, Python",PhD,4,Retail,2024-05-24,8.4,Algorithmic Solutions,2024
AI00143,Machine Learning Researcher,116012,MI,FT,Denmark,M,Australia,0,"SQL, MLOps, Python",Master,3,Automotive,2024-09-23,7.9,Predictive Systems,2024
AI00144,Deep Learning Engineer,35593,EN,CT,China,S,China,0,"Python, Hadoop, Deep Learning",Bachelor,0,Media,2024-03-09,6.3,AI Innovations,2024
AI00145,AI Product Manager,149053,EX,FT,Austria,S,Austria,0,"GCP, Linux, R, Hadoop",Master,17,Media,2024-11-17,5.5,Smart Analytics,2024
AI00146,Principal Data Scientist,88230,MI,FT,Austria,L,Austria,0,"TensorFlow, Git, Azure, Python",Associate,4,Education,2024-05-22,7.6,DeepTech Ventures,2024
AI00147,AI Research Scientist,224919,EX,FL,Australia,M,Switzerland,100,"Kubernetes, Deep Learning, PyTorch",Associate,19,Education,2024-12-02,5.7,TechCorp Inc,2024
AI00148,Machine Learning Researcher,220439,EX,PT,Netherlands,S,Netherlands,100,"SQL, Data Visualization, GCP, Deep Learning, MLOps",Associate,12,Manufacturing,2024-03-30,9.9,TechCorp Inc,2024
AI00149,NLP Engineer,48861,EN,PT,Finland,S,Finland,100,"GCP, Python, Computer Vision, Git",Bachelor,0,Healthcare,2024-07-04,8.1,DeepTech Ventures,2024
AI00150,AI Specialist,115841,SE,FL,United States,S,United States,0,"TensorFlow, Kubernetes, Deep Learning",PhD,7,Healthcare,2024-10-25,7.2,Quantum Computing Inc,2024
AI00151,NLP Engineer,57266,MI,FL,Ireland,M,Ireland,0,"Computer Vision, PyTorch, Linux, TensorFlow",Bachelor,3,Media,2024-08-11,7.3,Neural Networks Co,2024
AI00152,Deep Learning Engineer,66384,MI,CT,Australia,S,Israel,0,"Git, Tableau, Hadoop, Computer Vision",Associate,2,Government,2024-04-21,9.1,Autonomous Tech,2024
AI00154,AI Research Scientist,92445,MI,CT,Netherlands,M,Finland,50,"Linux, Python, Scala, Docker",Bachelor,4,Technology,2024-10-22,9.2,DataVision Ltd,2024
AI00155,Machine Learning Researcher,57388,EN,FL,Canada,L,Canada,0,"Python, GCP, TensorFlow",Associate,1,Consulting,2024-01-12,8.3,Smart Analytics,2024
AI00156,Head of AI,53374,MI,PT,China,M,China,0,"Docker, Deep Learning, R",PhD,2,Government,2024-06-22,9.5,Algorithmic Solutions,2024
AI00157,AI Research Scientist,95716,SE,CT,Finland,S,Finland,50,"Git, Spark, Azure, Statistics",PhD,6,Media,2024-03-19,7.4,Digital Transformation LLC,2024
AI00158,NLP Engineer,157091,MI,FL,Norway,L,Norway,0,"Python, Java, Kubernetes, SQL, NLP",PhD,2,Transportation,2025-03-04,7.7,DataVision Ltd,2025
AI00159,ML Ops Engineer,204144,SE,FL,Norway,L,Norway,100,"Hadoop, Mathematics, Linux",PhD,8,Telecommunications,2024-12-12,9.5,Autonomous Tech,2024
AI00160,AI Software Engineer,190314,EX,CT,Netherlands,M,Netherlands,100,"GCP, Computer Vision, Scala, AWS, Linux",PhD,12,Government,2024-05-23,9.9,Digital Transformation LLC,2024
AI00161,Principal Data Scientist,198403,EX,FL,Denmark,M,Israel,50,"Data Visualization, SQL, Scala",Associate,15,Media,2024-03-14,9.1,Digital Transformation LLC,2024
AI00163,AI Software Engineer,51898,MI,FL,Israel,S,Israel,0,"Deep Learning, Python, NLP",Associate,2,Consulting,2024-10-05,8.9,Machine Intelligence Group,2024
AI00164,AI Architect,115191,SE,FL,Germany,S,Netherlands,0,"R, AWS, Git, Tableau",Associate,7,Education,2024-07-10,5.7,Advanced Robotics,2024
AI00165,ML Ops Engineer,170139,SE,PT,United States,L,Denmark,50,"Python, Spark, Hadoop",Bachelor,5,Technology,2025-01-30,9.6,Future Systems,2025
AI00166,ML Ops Engineer,63860,EN,CT,Canada,L,Canada,100,"Linux, TensorFlow, GCP, Docker, Azure",Master,0,Gaming,2024-08-02,9.5,Autonomous Tech,2024
AI00167,NLP Engineer,125152,MI,CT,Norway,M,Norway,100,"TensorFlow, Docker, AWS, Spark",PhD,3,Retail,2024-08-11,6.6,Smart Analytics,2024
AI00168,AI Software Engineer,61572,EN,CT,South Korea,L,South Korea,50,"Linux, Azure, Kubernetes",Bachelor,0,Healthcare,2024-07-19,7.1,DataVision Ltd,2024
AI00169,Head of AI,101054,MI,CT,Germany,M,Israel,50,"Statistics, Tableau, Java, Data Visualization, NLP",Master,3,Transportation,2024-01-06,8.5,Autonomous Tech,2024
AI00171,Deep Learning Engineer,183484,EX,FT,Singapore,S,Singapore,100,"Scala, Data Visualization, TensorFlow, Mathematics, Java",Master,19,Gaming,2024-11-20,7.7,Autonomous Tech,2024
AI00172,AI Product Manager,111997,MI,CT,Singapore,L,Singapore,100,"PyTorch, Scala, Hadoop, Docker, Computer Vision",PhD,2,Technology,2025-03-15,6.6,Neural Networks Co,2025
AI00173,AI Specialist,214195,EX,PT,United Kingdom,M,Sweden,100,"Tableau, GCP, Python",Bachelor,19,Manufacturing,2025-03-13,5.2,Smart Analytics,2025
AI00174,AI Software Engineer,93211,SE,PT,India,M,United Kingdom,50,"Python, TensorFlow, GCP, Java",Master,9,Manufacturing,2025-01-08,9.3,Machine Intelligence Group,2025
AI00175,Deep Learning Engineer,82209,EN,PT,Germany,L,Germany,100,"Statistics, TensorFlow, Python",Master,1,Transportation,2024-11-09,7.0,Smart Analytics,2024
AI00176,AI Software Engineer,149669,SE,PT,Germany,M,Germany,50,"Scala, Hadoop, Azure",Associate,9,Retail,2024-11-01,6.2,Predictive Systems,2024
AI00177,AI Software Engineer,56825,MI,PT,China,M,China,50,"Linux, Azure, Git, Deep Learning, Spark",Associate,3,Government,2024-07-11,9.5,AI Innovations,2024
AI00179,NLP Engineer,163843,SE,FL,Norway,L,Norway,50,"Scala, Python, Data Visualization, Kubernetes, Statistics",PhD,7,Telecommunications,2024-09-20,8.5,Algorithmic Solutions,2024
AI00180,AI Consultant,73281,MI,CT,India,L,India,0,"Deep Learning, Azure, Python",Bachelor,2,Technology,2025-01-28,5.5,Cloud AI Solutions,2025
AI00181,Principal Data Scientist,51907,MI,CT,South Korea,M,South Korea,50,"Statistics, AWS, Java, PyTorch",Associate,3,Technology,2024-10-07,8.3,DataVision Ltd,2024
AI00182,NLP Engineer,178240,EX,FL,Netherlands,S,Netherlands,50,"Python, Spark, TensorFlow",Bachelor,12,Real Estate,2024-06-01,8.5,Autonomous Tech,2024
AI00183,Machine Learning Researcher,83226,SE,FT,Ireland,S,Israel,0,"SQL, Docker, Linux, GCP",Master,7,Technology,2024-11-19,7.9,Advanced Robotics,2024
AI00184,AI Product Manager,46995,EN,FT,Austria,S,Austria,100,"PyTorch, NLP, MLOps, Azure",Master,1,Finance,2024-07-07,5.9,DataVision Ltd,2024
AI00185,AI Research Scientist,275296,EX,FT,Switzerland,L,Switzerland,0,"Docker, Azure, NLP",Associate,14,Transportation,2024-02-06,7.0,DataVision Ltd,2024
AI00186,Deep Learning Engineer,300422,EX,PT,Denmark,M,India,100,"Python, TensorFlow, R",Bachelor,11,Education,2024-09-30,9.9,Machine Intelligence Group,2024
AI00187,AI Product Manager,116704,MI,CT,Canada,L,Canada,100,"SQL, PyTorch, NLP, Data Visualization",Bachelor,2,Finance,2024-03-30,9.8,Autonomous Tech,2024
AI00188,AI Specialist,98422,EN,PT,United States,L,United States,0,"Java, Python, Mathematics",PhD,0,Transportation,2024-05-23,9.4,Cloud AI Solutions,2024
AI00189,Machine Learning Researcher,210249,EX,PT,Norway,M,Singapore,100,"Mathematics, Docker, Deep Learning",Master,15,Gaming,2024-12-20,6.4,Machine Intelligence Group,2024
AI00190,NLP Engineer,67708,MI,FL,South Korea,S,France,0,"NLP, R, Scala, Computer Vision, Azure",Master,3,Manufacturing,2024-06-10,7.6,Algorithmic Solutions,2024
AI00192,Head of AI,229098,EX,PT,Denmark,L,China,50,"PyTorch, SQL, Kubernetes, Git, Java",Master,17,Government,2024-02-01,8.5,Predictive Systems,2024
AI00193,ML Ops Engineer,134300,EX,CT,Ireland,S,Ireland,50,"Java, Python, Deep Learning, Statistics",Master,11,Education,2024-07-14,5.0,Predictive Systems,2024
AI00194,AI Specialist,74408,EN,CT,Australia,M,Norway,100,"TensorFlow, Docker, R, NLP, Java",Associate,1,Automotive,2024-08-07,7.9,Machine Intelligence Group,2024
AI00195,AI Architect,201971,EX,FT,Netherlands,M,Australia,0,"Java, Scala, Tableau",PhD,13,Technology,2024-07-17,6.8,Future Systems,2024
AI00196,AI Software Engineer,180764,EX,CT,France,S,France,100,"GCP, TensorFlow, Data Visualization",Master,17,Gaming,2025-02-17,7.6,AI Innovations,2025
AI00197,Principal Data Scientist,49644,EN,CT,China,L,Canada,100,"Linux, PyTorch, TensorFlow, Azure, Python",Bachelor,0,Finance,2025-02-15,5.5,Future Systems,2025
